116;Часы настольные;7200;;;img;270;;1;;3;1
117;Часы настенные Пушка;10800;;;img;271;;1;;3;1
118;Футляр под шампанское "Паровоз";10800;;;img;272;;1;;3;1

270;116;258
271;117;259
272;118;260

271;Футляр под напитки "Пушка" 0,7 л;12600;;;img;273;;1;;3;1
272;Футляр под напитки "Пушка" 0,5 л;11400;;;img;274;;1;;3;1
273;Сувенирная конфетница "Карета" малая;5040;;;img;275;;1;;3;1
274;Сувенир "Мельница" под бутылку;4800;;;img;276;;1;;3;1
275;Сувенир "Дом с драконами" под бутылку;5160;;;img;277;;1;;3;1
276;Сувенир "Баден Баден" под бутылку;5400;;;img;278;;1;;3;1
277;Самовар;7200;;;img;279;;1;;3;1
278;Самовар+поднос+чайник резьба;13200;;;img;280;;1;;3;1
279;Самовар с чайником;7800;;;img;281;;1;;3;1
280;Самовар с чайником средний;7200;;;img;282;;1;;3;1
281;Рог резной настольный;5520;;;img;283;;1;;3;1
282;Рог резной настенный;3840;;;img;284;;1;;3;1
283;Ларец шестиугольный резьба;4560;;;img;285;;1;;3;1
284;Ларец;3960;;;img;286;;1;;3;1
285;Ладья резная;8640;;;img;287;;1;;3;1
286;Карета большая;7200;;;img;288;;1;;3;1
287;Граммофон-шкатулка;5520;;;img;289;;1;;3;1
288;Ваза на ножке с двумя ручками c крышкой;4752;;;img;290;;1;;3;1

273;271;261
274;272;262
275;273;263
276;274;264
277;275;265
278;276;266
279;277;267
280;278;268
281;279;269
282;280;270
283;281;271
284;282;272
285;283;273
286;284;274
287;285;275
288;286;276
289;287;277
290;288;278